id,Kota,perkap,score12,score11,score3,GK
3310,E,1926834.8373015875,0.2916666666666667,0.16666666666666669,0.2222222222222222,410945.0876
3311,D,537092.2619047619,0.375,0.25,0.3333333333333333,579742.9057
3312,C,1328694.4444444443,0.5416666666666667,0.5416666666666667,0.38888888888888884,437944.2735
3313,B,698684.5238095238,0.125,0.25,0,608804.3096
3314,A,863223.2142857143,0.375,0.375,0.16666666666666669,423139.2941
3315,E,726654.7619047618,0.375,0.375,0.16666666666666669,410945.0876
3316,E,2041726.1904761903,0.125,0,0,410945.0876
3317,A,490674.60317460314,0.375,0.375,0.16666666666666669,423139.2941
3318,F,1289818.1207579365,0.125,0,0,529685.4639
3319,E,365028.5714285715,0.4583333333333333,0.4583333333333333,0.2777777777777778,410945.0876
3320,G,1152511.9047619049,0.16666666666666669,0.041666666666666664,0.05555555555555555,578589.38449
3321,A,716852.380952381,0.2916666666666667,0.2916666666666667,0.05555555555555555,423139.2941
3322,A,1806785.7142857143,0.25,0.125,0.16666666666666669,423139.2941
3323,D,1655500,0.125,0,0,579742.9057
3324,F,399095.2380952381,0.3333333333333333,0.3333333333333333,0.11111111111111109,529685.4639
3325,D,1222484.1269841269,0.4166666666666666,0.4166666666666666,0.2222222222222222,579742.9057
3326,B,1056452.3809523808,0.16666666666666669,0.041666666666666664,0.05555555555555555,608804.3096
3327,E,2393214.2857142854,0.125,0,0,410945.0876
3328,G,1024047.619047619,0.25,0.25,0,578589.38449
3329,A,1259710.3174603174,0.5416666666666667,0.5416666666666667,0.38888888888888884,423139.2941
3330,D,863580.3571428572,0.25,0.125,0.16666666666666669,579742.9057
3331,A,796466.6666666667,0.2916666666666667,0.2916666666666667,0.05555555555555555,423139.2941
3332,G,979023.8095238096,0.2916666666666667,0.16666666666666669,0.2222222222222222,578589.38449
3333,B,1044828.5714285715,0.4583333333333333,0.4583333333333333,0.2777777777777778,608804.3096
3334,B,648704.7619047619,0.5,0.5,0.3333333333333333,608804.3096
3335,D,2681726.1904761908,0.5,0.5,0.3333333333333333,579742.9057
3336,C,994642.8571428572,0.125,0,0,437944.2735
3337,C,883507.9365079366,0.16666666666666669,0.041666666666666664,0.05555555555555555,437944.2735
3338,A,581375,0.4166666666666666,0.4166666666666666,0.2222222222222222,423139.2941
3339,F,2055807.5535714286,0.5416666666666667,0.5416666666666667,0.38888888888888884,529685.4639
3340,B,573002.9761904762,0.5416666666666667,0.4166666666666667,0.5555555555555557,608804.3096
3341,A,1854690.4761904762,0.5,0.5,0.33333333333333337,423139.2941
3342,E,2566809.523809524,0.4583333333333333,0.4583333333333333,0.2777777777777778,410945.0876
3343,D,716160.7142857143,0.2916666666666667,0.2916666666666667,0.05555555555555555,579742.9057
3344,C,1135531.746031746,0.25,0.25,0,437944.2735
3345,G,802017.8571428572,0.5416666666666667,0.5416666666666667,0.38888888888888884,578589.38449
3346,B,744773.8095238095,0.4583333333333333,0.4583333333333333,0.2777777777777778,608804.3096
3347,A,1493032.738095238,0.25,0.125,0.16666666666666669,423139.2941
3348,G,1955898.8095238095,0.16666666666666669,0.041666666666666664,0.05555555555555555,578589.38449
3349,E,1065500,0.4166666666666667,0.2916666666666667,0.38888888888888884,410945.0876
3350,B,1666226.1904761903,0.125,0,0,608804.3096
3351,C,1714265.8730158731,0.3333333333333333,0.3333333333333333,0.11111111111111109,437944.2735
3352,D,727857.1428571428,0.2083333333333333,0.08333333333333333,0.11111111111111109,579742.9057
3353,D,1437005.9523809524,0.4166666666666666,0.4166666666666666,0.2222222222222222,579742.9057
3354,B,562933.3333333334,0.375,0.25,0.3333333333333333,608804.3096
3355,A,1372440.4761904762,0.2083333333333333,0.08333333333333333,0.11111111111111109,423139.2941
3356,G,1921567.4603174606,0.16666666666666669,0.16666666666666669,0.2222222222222222,578589.38449
3357,D,1639527.777777778,0.125,0.25,0,579742.9057
3358,E,367521.4285714285,0.2916666666666667,0.16666666666666669,0.2222222222222222,410945.0876
3359,E,651919.0476190476,0.16666666666666669,0.041666666666666664,0.05555555555555555,410945.0876
3360,A,663519.0476190476,0.3333333333333333,0.3333333333333333,0.11111111111111109,423139.2941
3361,E,918046.626984127,0.125,0.125,0.16666666666666669,410945.0876
3362,C,1918042.857142857,0.125,0.125,0.16666666666666669,437944.2735
3363,G,421959.5238095238,0.2916666666666667,0.16666666666666669,0.2222222222222222,578589.38449
3364,A,1282095.238095238,0.2916666666666667,0.2916666666666667,0.05555555555555555,423139.2941
3365,A,1073115.0793650793,0.25,0.25,0,423139.2941
3366,B,694e3,0.25,0.25,0,608804.3096
3367,G,1088700,0.25,0.125,0.16666666666666669,578589.38449
3368,D,1376651.7857142857,0.375,0.375,0.16666666666666669,579742.9057
3369,B,2753089.2857142854,0.125,0,0,608804.3096
3370,G,1163503.9682539683,0.16666666666666669,0.041666666666666664,0.05555555555555555,578589.38449
3371,F,2550005.9523809524,0.25,0.125,0.16666666666666669,529685.4639
3372,F,847607.1428571428,0.25,0.125,0.16666666666666669,529685.4639
3373,D,951892.8571428572,0.4166666666666666,0.4166666666666666,0.2222222222222222,579742.9057
3374,D,1775166.6666666665,0.25,0.25,0,579742.9057
3375,G,103e4,0.125,0,0,578589.38449
3376,C,1503138.8888888888,0.041666666666666664,0.041666666666666664,0.05555555555555555,437944.2735
3377,E,2904809.523809524,0.125,0,0,410945.0876
3378,G,734295.5555555556,0,0,0,578589.38449
3379,E,4095833.333333333,0.375,0.375,0.16666666666666669,410945.0876
3380,A,1196213.5547201338,0.125,0,0,423139.2941
3381,C,808253.9682539683,0.25,0.125,0.16666666666666669,437944.2735
3382,B,1146865.0793650793,0.125,0.125,0.16666666666666669,608804.3096
3383,A,871086.3095238095,0.25,0.25,0,423139.2941
3384,A,634166.6666666667,0.2916666666666667,0.16666666666666669,0.2222222222222222,423139.2941
3385,D,1717232.1428571427,0,0,0,579742.9057
3386,B,1129538.0952380951,0.375,0.375,0.16666666666666669,608804.3096
3387,D,1118428.5714285714,0.16666666666666669,0.041666666666666664,0.05555555555555555,579742.9057
3388,E,828214.2857142857,0.375,0.375,0.16666666666666669,410945.0876
3389,D,1615666.6666666665,0,0,0,579742.9057
3390,D,787720.2380952381,0.375,0.25,0.3333333333333333,579742.9057
3391,C,2053130.9523809524,0.25,0.25,0,437944.2735
3392,B,613452.380952381,0.375,0.375,0.16666666666666669,608804.3096
3393,E,1810838.0952380951,0.16666666666666669,0.041666666666666664,0.05555555555555555,410945.0876
3394,F,871448.4126984127,0.25,0.125,0.16666666666666669,529685.4639
3395,B,2211607.1428571427,0,0,0,608804.3096
3396,F,1715142.857142857,0.125,0.125,0.16666666666666669,529685.4639
3397,B,747172.619047619,0.2916666666666667,0.16666666666666669,0.2222222222222222,608804.3096
3398,B,1458898.8095238097,0.125,0,0,608804.3096
3399,E,581178.5714285715,0.2916666666666667,0.2916666666666667,0.05555555555555555,410945.0876
3400,B,764369.0476190476,0.25,0.125,0.16666666666666669,608804.3096
3401,F,583144.3754223314,0.25,0.25,0,529685.4639
3402,B,1006547.6190476189,0.4166666666666666,0.4166666666666666,0.2222222222222222,608804.3096
3403,A,1038038.0952380951,0.25,0.125,0.16666666666666669,423139.2941
3404,D,1002297.619047619,0.375,0.375,0.16666666666666669,579742.9057
3405,A,1110571.4285714286,0.041666666666666664,0.041666666666666664,0.05555555555555555,423139.2941
3406,D,1132358,0.125,0,0,579742.9057
3407,A,2120732.1428571427,0.041666666666666664,0.041666666666666664,0.05555555555555555,423139.2941
3408,F,2140873.015873016,0,0,0,529685.4639
3409,E,1012801.5873015873,0.25,0.25,0,410945.0876
3410,A,2172619.047619047,0.25,0.25,0,423139.2941
3411,B,1020575.3968253969,0.375,0.375,0.16666666666666669,608804.3096
3412,D,1555473.2142857143,0.25,0.25,0,579742.9057
3413,D,670125,0.3333333333333333,0.3333333333333333,0.11111111111111109,579742.9057
3414,C,2618004.761904762,0.16666666666666669,0.16666666666666669,0.2222222222222222,437944.2735
3415,G,1437913.6904761905,0,0,0,578589.38449
3416,A,1375896.8253968253,0.4166666666666666,0.4166666666666666,0.2222222222222222,423139.2941
3417,F,2138698.412698413,0.2916666666666667,0.2916666666666667,0.05555555555555555,529685.4639
3418,C,1795014.880952381,0.125,0.125,0.16666666666666669,437944.2735
3419,A,581904.7619047619,0.375,0.25,0.3333333333333333,423139.2941
3420,B,1849932.5396825394,0.125,0,0,608804.3096
3421,C,1285107.1428571427,0,0,0,437944.2735
3422,A,585119.0476190476,0.25,0.25,0,423139.2941
3423,A,3366335.9880952383,0.16666666666666669,0.041666666666666664,0.05555555555555555,423139.2941
3424,G,798497.0238095238,0.25,0.125,0.16666666666666669,578589.38449
3425,E,1227690.4761904762,0.125,0,0,410945.0876
3426,E,1209357.1428571427,0.25,0.25,0,410945.0876
3427,B,389989.79591836734,0.7083333333333334,0.7083333333333334,0.6111111111111113,608804.3096
3428,E,427985.71428571426,0.5416666666666667,0.5416666666666667,0.38888888888888884,410945.0876
3429,E,976174.6031746032,0.16666666666666669,0.041666666666666664,0.05555555555555555,410945.0876
3430,A,487169.0476190476,0.4166666666666667,0.2916666666666667,0.38888888888888884,423139.2941
3431,C,581833.3333333334,0.5833333333333334,0.5833333333333334,0.4444444444444444,437944.2735
3432,F,672057.142857143,0.25,0.25,0,529685.4639
3433,A,1532791.6666666667,0.125,0,0,423139.2941
3434,G,964048.7012987013,0.5,0.5,0.33333333333333337,578589.38449
3435,G,835342.8571428572,0.25,0.25,0,578589.38449
3436,G,580157.7380952381,0.25,0.25,0,578589.38449
3437,A,580337.3015873017,0.4166666666666667,0.2916666666666667,0.38888888888888884,423139.2941
3438,E,1048876.9841269841,0.375,0.375,0.16666666666666669,410945.0876
3439,B,603532.7380952381,0.375,0.375,0.16666666666666669,608804.3096
3440,A,1702658.7301587302,0.25,0.25,0,423139.2941
3441,D,3375071.4285714286,0.375,0.375,0.16666666666666669,579742.9057
3442,B,905719.0476190476,0,0,0,608804.3096
3443,D,1068184.5238095238,0.4166666666666666,0.4166666666666666,0.2222222222222222,579742.9057
3444,A,436809.5238095238,0.16666666666666669,0.041666666666666664,0.05555555555555555,423139.2941
3445,G,449214.28571428574,0.375,0.375,0.16666666666666669,578589.38449
3446,A,816555.5555555555,0.375,0.375,0.16666666666666669,423139.2941
3447,F,581051.5873015873,0.375,0.375,0.16666666666666669,529685.4639
3448,F,581623.0158730159,0.25,0.25,0,529685.4639
3449,E,1208333.3333333333,0.375,0.375,0.16666666666666669,410945.0876
3450,E,1389523.8095238095,0.375,0.375,0.16666666666666669,410945.0876
3451,C,1442936.5079365082,0.25,0.25,0,437944.2735
3452,C,280131.13553113554,0.25,0.25,0,437944.2735
3453,G,1755595.238095238,0.25,0.25,0,578589.38449
3454,D,254325.39682539683,0.25,0.125,0.16666666666666669,579742.9057
3455,F,786367.8571428572,0.5,0.5,0.3333333333333333,529685.4639
3456,G,1057277.7777777778,0.2916666666666667,0.16666666666666669,0.2222222222222222,578589.38449
3457,E,753126.9841269841,0.4166666666666667,0.2916666666666667,0.38888888888888884,410945.0876
3458,A,1462333.6385836387,0.25,0.25,0,423139.2941
3459,E,877767.8571428572,0.25,0.25,0,410945.0876
3460,B,580639.3327067669,0.375,0.375,0.16666666666666669,608804.3096
3461,E,1678452.380952381,0.125,0,0,410945.0876
3462,A,644102.7144857559,0.375,0.375,0.16666666666666669,423139.2941
3463,F,1187669.6428571427,0.125,0,0,529685.4639
3464,F,310744.8979591836,0.5,0.5,0.3333333333333333,529685.4639
3465,G,1557666.971916972,0.2916666666666667,0.16666666666666669,0.2222222222222222,578589.38449
3466,F,580837.3015873017,0.375,0.375,0.16666666666666669,529685.4639
3467,A,580349.2063492063,0.25,0.125,0.16666666666666669,423139.2941
3468,F,708242.0634920634,0.5416666666666667,0.4166666666666667,0.5555555555555557,529685.4639
3469,E,580333.3333333334,0.45833333333333337,0.33333333333333337,0.4444444444444444,410945.0876
3470,F,929041.6666666667,0.5416666666666667,0.5416666666666667,0.38888888888888884,529685.4639
3471,A,1309190.4761904762,0.25,0.25,0,423139.2941
3472,F,581071.4285714286,0.375,0.375,0.16666666666666669,529685.4639
3473,C,458700.6802721089,0.16666666666666669,0.16666666666666669,0.2222222222222222,437944.2735
3474,D,650824.5308891154,0.6666666666666667,0.6666666666666667,0.5555555555555557,579742.9057
3475,B,1192166.6666666667,0.6666666666666667,0.6666666666666667,0.5555555555555557,608804.3096
3476,D,287670.6349206349,0.16666666666666669,0.041666666666666664,0.05555555555555555,579742.9057
3477,B,739996.3096905109,0.5416666666666667,0.5416666666666667,0.38888888888888884,608804.3096
3478,C,492125,0.6666666666666666,0.5416666666666666,0.7222222222222223,437944.2735
3479,B,465214.28571428574,0.4166666666666667,0.2916666666666667,0.38888888888888884,608804.3096
3480,A,657721.2192569335,0.5416666666666667,0.5416666666666667,0.38888888888888884,423139.2941
3481,A,598333.3333333334,0.4166666666666666,0.4166666666666666,0.2222222222222222,423139.2941
3482,D,1095057.142857143,0.4166666666666666,0.4166666666666666,0.2222222222222222,579742.9057
3483,E,878055.5555555555,0.4166666666666666,0.4166666666666666,0.2222222222222222,410945.0876
3484,C,442829.67032967036,0.4166666666666666,0.4166666666666666,0.2222222222222222,437944.2735
3485,G,580952.380952381,0.4583333333333333,0.4583333333333333,0.2777777777777778,578589.38449
3486,F,584413.9194139193,0.2916666666666667,0.16666666666666669,0.2222222222222222,529685.4639
3487,C,809436.8131868131,0.4166666666666666,0.4166666666666666,0.2222222222222222,437944.2735
3488,B,806931.216931217,0.2916666666666667,0.16666666666666669,0.2222222222222222,608804.3096
3489,A,1477936.5079365082,0.375,0.25,0.3333333333333333,423139.2941
3490,C,776928.5714285715,0.125,0,0,437944.2735
3491,A,580026.5567765568,0.2916666666666667,0.2916666666666667,0.05555555555555555,423139.2941
3492,A,288412.6984126984,0.3333333333333333,0.2083333333333333,0.2777777777777778,423139.2941
3493,E,293646.978021978,0.2916666666666667,0.16666666666666669,0.2222222222222222,410945.0876
3494,B,1044553.5714285715,0.5416666666666667,0.5416666666666667,0.38888888888888884,608804.3096
3495,A,1316e3,0.4166666666666667,0.2916666666666667,0.38888888888888884,423139.2941
3496,E,580857.1428571428,0.4583333333333333,0.4583333333333333,0.2777777777777778,410945.0876
3497,B,407340.65934065933,0.25,0.25,0,608804.3096
3498,A,408917.12454212457,0.4166666666666666,0.4166666666666666,0.2222222222222222,423139.2941
3499,D,368824.02777777775,0.4166666666666666,0.4166666666666666,0.2222222222222222,579742.9057
3500,A,580476.1904761905,0.375,0.375,0.16666666666666669,423139.2941
3501,D,333551.5873015873,0.375,0.375,0.16666666666666669,579742.9057
3502,A,324528.2783882784,0.375,0.5,0.3333333333333333,423139.2941
3503,A,581011.9047619047,0.4166666666666667,0.2916666666666667,0.38888888888888884,423139.2941
3504,D,606671.4285714285,0.2916666666666667,0.16666666666666669,0.2222222222222222,579742.9057
3505,E,1273290.4761904762,0.2916666666666667,0.16666666666666669,0.2222222222222222,410945.0876
3506,G,968809.5238095238,0.125,0,0,578589.38449
3507,E,1413948.4126984125,0,0,0,410945.0876
3508,F,1716398.8095238097,0.25,0.125,0.16666666666666669,529685.4639
3509,C,659325.7518796993,0.125,0,0,437944.2735
3510,F,834876.4880952381,0.25,0.375,0.16666666666666669,529685.4639
3511,G,582761.9047619047,0.2916666666666667,0.2916666666666667,0.05555555555555555,578589.38449
3512,D,1142257.142857143,0.125,0.125,0.16666666666666669,579742.9057
3513,A,1503142.857142857,0.25,0.25,0,423139.2941
3514,G,580148.8095238095,0.375,0.375,0.16666666666666669,578589.38449
3515,E,1281318.4523809524,0.4166666666666666,0.4166666666666666,0.2222222222222222,410945.0876
3516,A,814519.0476190476,0,0,0,423139.2941
3517,A,1271865.0793650793,0.25,0.25,0,423139.2941
3518,B,1502071.4285714286,0.25,0.25,0,608804.3096
3519,C,2823988.095238095,0.125,0,0,437944.2735
3520,C,603426.9047619047,0.2916666666666667,0.2916666666666667,0.05555555555555555,437944.2735
3521,D,1416178.5714285714,0.375,0.375,0.16666666666666669,579742.9057
3522,E,1475607.1428571427,0,0,0,410945.0876
3523,C,2452857.1428571427,0.25,0.25,0,437944.2735
3524,E,1445467.261904762,0.375,0.375,0.16666666666666669,410945.0876
3525,B,678099.2063492063,0.25,0.125,0.16666666666666669,608804.3096
3526,D,654738.0952380953,0.4583333333333333,0.4583333333333333,0.2777777777777778,579742.9057
3527,E,1729467.9643500133,0.375,0.25,0.3333333333333333,410945.0876
3528,F,3583238.095238095,0.25,0.125,0.16666666666666669,529685.4639
3529,A,713035.7142857142,0.25,0.375,0.16666666666666669,423139.2941
3530,C,2966031.7460317463,0,0,0,437944.2735
3531,E,1202916.6666666667,0.25,0.125,0.16666666666666669,410945.0876
3532,G,786488.0952380951,0.16666666666666669,0.041666666666666664,0.05555555555555555,578589.38449
3533,F,3176585.0340136057,0,0,0,529685.4639
3534,B,3406666.6666666665,0,0,0,608804.3096
3535,C,908373.0158730159,0.25,0.25,0,437944.2735
3536,A,2269970.238095238,0.375,0.375,0.16666666666666669,423139.2941
3537,G,2730617.9511278197,0.125,0.125,0.16666666666666669,578589.38449
3538,B,2491785.7142857146,0.125,0,0,608804.3096
3539,A,1609063.4920634918,0.2916666666666667,0.16666666666666669,0.2222222222222222,423139.2941
3540,B,1931607.1428571427,0.25,0.25,0,608804.3096
3541,A,4101538.6904761903,0.125,0,0,423139.2941
3542,G,799517.8571428572,0.25,0.25,0,578589.38449
3543,C,2109317.4603174604,0,0,0,437944.2735
3544,G,1299220.238095238,0.2916666666666667,0.2916666666666667,0.05555555555555555,578589.38449
3545,F,978039.6825396825,0.125,0,0,529685.4639
3546,F,483849.2775742776,0.6666666666666667,0.6666666666666667,0.5555555555555557,529685.4639
3547,G,1033596.1877784972,0.25,0.25,0,578589.38449
3548,A,753919.6428571428,0.4166666666666666,0.4166666666666666,0.2222222222222222,423139.2941
3549,E,2244964.2857142854,0.375,0.375,0.16666666666666669,410945.0876
3550,A,58e4,0.25,0.25,0,423139.2941
3551,E,602336.551200936,0.5,0.5,0.3333333333333333,410945.0876
3552,C,582094.9727891156,0.25,0.25,0,437944.2735
3553,A,610430.9523809524,0.16666666666666669,0.041666666666666664,0.05555555555555555,423139.2941
3554,D,858864.2857142858,0.375,0.375,0.16666666666666669,579742.9057
3555,A,800313.5632885633,0.2083333333333333,0.08333333333333333,0.11111111111111109,423139.2941
3556,A,1973273.8095238097,0.125,0.125,0.16666666666666669,423139.2941
3557,E,633357.1428571428,0.4166666666666666,0.4166666666666666,0.2222222222222222,410945.0876
3558,A,708272.8937728939,0.375,0.375,0.16666666666666669,423139.2941
3559,E,612800.5952380951,0.2916666666666667,0.16666666666666669,0.2222222222222222,410945.0876
3560,A,432771.9780219781,0.25,0.25,0,423139.2941
3561,B,909144.5718291881,0.25,0.25,0,608804.3096
3562,G,840852.2588522589,0.375,0.375,0.16666666666666669,578589.38449
3563,A,2118166.6666666665,0.25,0.125,0.16666666666666669,423139.2941
3564,E,697523.8095238095,0.45833333333333337,0.33333333333333337,0.4444444444444444,410945.0876
3565,C,583631.4125185665,0.2916666666666667,0.2916666666666667,0.05555555555555555,437944.2735
3566,A,1840779.7619047617,0.2916666666666667,0.16666666666666669,0.2222222222222222,423139.2941
3567,G,1709092.3268802478,0.25,0.125,0.16666666666666669,578589.38449
3568,A,661857.1428571428,0.4166666666666667,0.2916666666666667,0.38888888888888884,423139.2941
3569,G,596892.857142857,0.3333333333333333,0.2083333333333333,0.2777777777777778,578589.38449
3570,A,733686.5079365079,0.16666666666666669,0.041666666666666664,0.05555555555555555,423139.2941
3571,E,591444.4444444445,0.4166666666666666,0.4166666666666666,0.2222222222222222,410945.0876
3572,F,1596571.4285714284,0.125,0,0,529685.4639
3573,G,1143660.7142857143,0.4583333333333333,0.4583333333333333,0.2777777777777778,578589.38449
3574,E,982428.5714285715,0.4166666666666666,0.4166666666666666,0.2222222222222222,410945.0876
3575,B,1077500,0.4166666666666667,0.2916666666666667,0.38888888888888884,608804.3096
3576,A,1285394.3284965279,0.5833333333333334,0.5833333333333334,0.44444444444444453,423139.2941
3577,A,1650892.8571428573,0.2916666666666667,0.2916666666666667,0.05555555555555555,423139.2941
3578,B,2591785.7142857146,0.4583333333333333,0.4583333333333333,0.2777777777777778,608804.3096
3579,E,999300.5952380951,0.5416666666666667,0.5416666666666667,0.38888888888888884,410945.0876
3580,F,369607.14285714284,0.625,0.5,0.6666666666666667,529685.4639
3581,A,484092.0367372933,0.3333333333333333,0.2083333333333333,0.2777777777777778,423139.2941
3582,D,697531.7460317459,0.4166666666666666,0.4166666666666666,0.2222222222222222,579742.9057
3583,D,917619.0476190476,0.25,0.25,0,579742.9057
3584,E,796385.5537570933,0.4166666666666666,0.4166666666666666,0.2222222222222222,410945.0876
3585,E,1003437.5,0.16666666666666669,0.041666666666666664,0.05555555555555555,410945.0876
3586,B,1327904.761904762,0.25,0.25,0,608804.3096
3587,D,763720.2380952381,0.125,0,0,579742.9057
3588,G,2566988.095238095,0.3333333333333333,0.2083333333333333,0.2777777777777778,578589.38449
3589,B,495680.73593073594,0.5416666666666667,0.5416666666666667,0.38888888888888884,608804.3096
3590,D,1153881.427222582,0.25,0.125,0.16666666666666669,579742.9057
3591,E,893005.9523809524,0.125,0,0,410945.0876
3592,A,774890.4761904761,0.4166666666666666,0.4166666666666666,0.2222222222222222,423139.2941
3593,A,2649007.9365079366,0.25,0.25,0,423139.2941
3594,D,1209145.7142857143,0.4166666666666666,0.4166666666666666,0.2222222222222222,579742.9057
3595,F,706317.4603174604,0.375,0.25,0.3333333333333333,529685.4639
3596,B,1354670.634920635,0.375,0.25,0.3333333333333333,608804.3096
3597,A,1769226.1904761905,0.45833333333333337,0.33333333333333337,0.4444444444444444,423139.2941
3598,B,1485130.9523809524,0.375,0.25,0.3333333333333333,608804.3096
3599,C,1498095.238095238,0.25,0.125,0.16666666666666669,437944.2735
3600,A,632979.2429792429,0.2916666666666667,0.16666666666666669,0.2222222222222222,423139.2941
3601,D,1334880.9523809524,0.25,0.25,0,579742.9057
3602,B,2925047.619047619,0.375,0.375,0.16666666666666669,608804.3096
3603,G,3927708.333333333,0.25,0.25,0,578589.38449
3604,G,1818035.7142857143,0.5416666666666667,0.5416666666666667,0.38888888888888884,578589.38449
3605,A,613392.8571428572,0.2083333333333333,0.08333333333333333,0.11111111111111109,423139.2941
3606,D,627480.1587301587,0.4166666666666666,0.4166666666666666,0.2222222222222222,579742.9057
3607,D,613492.857142857,0.375,0.375,0.16666666666666669,579742.9057
3608,G,948294.2176870749,0.25,0.125,0.16666666666666669,578589.38449
3609,E,1336352.258852259,0.2916666666666667,0.16666666666666669,0.2222222222222222,410945.0876
3610,F,1038446.2279106523,0.4166666666666666,0.4166666666666666,0.2222222222222222,529685.4639
3611,G,847946.4285714285,0.125,0,0,578589.38449
3612,D,713714.2857142857,0.3333333333333333,0.2083333333333333,0.2777777777777778,579742.9057
3613,A,595458.3333333334,0.5,0.5,0.3333333333333333,423139.2941
3614,D,1138539.6825396826,0.3333333333333333,0.2083333333333333,0.2777777777777778,579742.9057
3615,B,1171672.619047619,0.25,0.125,0.16666666666666669,608804.3096
3616,C,1590452.3809523808,0,0,0,437944.2735
3617,D,928336.3095238095,0.4166666666666667,0.2916666666666667,0.38888888888888884,579742.9057
3618,D,1312545.238095238,0.5,0.5,0.3333333333333333,579742.9057
3619,G,1693720.238095238,0.16666666666666669,0.041666666666666664,0.05555555555555555,578589.38449
3620,F,798367.3469387756,0.2916666666666667,0.16666666666666669,0.2222222222222222,529685.4639
3621,B,1246294.6428571427,0.16666666666666669,0.041666666666666664,0.05555555555555555,608804.3096
3622,A,1172678.5714285714,0.375,0.5,0.3333333333333333,423139.2941
3623,A,793404.7619047619,0.375,0.375,0.16666666666666669,423139.2941
3624,B,958565.4761904762,0.25,0.25,0,608804.3096
3625,B,1173809.5238095238,0.375,0.375,0.16666666666666669,608804.3096
3626,F,2425833.3333333335,0.4166666666666666,0.4166666666666666,0.2222222222222222,529685.4639
3627,B,1308404.761904762,0.375,0.25,0.3333333333333333,608804.3096
3628,A,915488.0952380951,0.375,0.25,0.3333333333333333,423139.2941
3629,A,596152.380952381,0.5833333333333334,0.5833333333333334,0.4444444444444444,423139.2941
3630,C,1768769.8412698414,0.125,0,0,437944.2735
3631,F,594419.6428571428,0.5416666666666667,0.5416666666666667,0.38888888888888884,529685.4639
3632,A,745999.0993301258,0.4583333333333333,0.4583333333333333,0.2777777777777778,423139.2941
3633,D,1081452.380952381,0.2916666666666667,0.16666666666666669,0.2222222222222222,579742.9057
3634,D,1137123.8095238095,0.2916666666666667,0.16666666666666669,0.2222222222222222,579742.9057
3635,A,1166936.507936508,0.16666666666666669,0.041666666666666664,0.05555555555555555,423139.2941
3636,D,965028.9115646258,0.2916666666666667,0.16666666666666669,0.2222222222222222,579742.9057
3637,G,2054226.8235983632,0.2083333333333333,0.08333333333333333,0.11111111111111109,578589.38449
3638,F,1644555.5555555557,0.25,0.125,0.16666666666666669,529685.4639
3639,B,1940080.4372547674,0.5,0.5,0.3333333333333333,608804.3096
3640,D,581742.6622288477,0.2916666666666667,0.16666666666666669,0.2222222222222222,579742.9057
3641,A,653150.526103092,0.16666666666666669,0.041666666666666664,0.05555555555555555,423139.2941
3642,A,657115.9442409442,0.375,0.375,0.16666666666666669,423139.2941
3643,F,1057523.8095238095,0.5,0.5,0.3333333333333333,529685.4639
3644,B,1160608.246372396,0.25,0.25,0,608804.3096
3645,D,1814505.9523809524,0.125,0,0,579742.9057
3646,A,1996446.4285714286,0.375,0.5,0.3333333333333333,423139.2941
3647,A,798040.9416663492,0.4166666666666666,0.4166666666666666,0.2222222222222222,423139.2941
3648,G,688327.380952381,0.3333333333333333,0.3333333333333333,0.11111111111111109,578589.38449
3649,C,726998.0158730159,0.375,0.375,0.16666666666666669,437944.2735
3650,A,879726.6666666666,0.125,0,0,423139.2941
3651,E,1637583.3333333333,0.25,0.25,0,410945.0876
3652,A,1469321.4285714286,0.25,0.125,0.16666666666666669,423139.2941
3653,A,1069594.9074074074,0.5,0.5,0.3333333333333333,423139.2941
3654,B,1876318.4523809524,0.25,0.125,0.16666666666666669,608804.3096
3655,B,1733871.4285714284,0.4166666666666666,0.4166666666666666,0.2222222222222222,608804.3096
3656,A,1172888.888888889,0.4166666666666666,0.4166666666666666,0.2222222222222222,423139.2941
3657,D,684661.5837046629,0.5,0.5,0.3333333333333333,579742.9057
3658,B,1249562.5,0.25,0.25,0,608804.3096
3659,F,1409651.7857142857,0.5416666666666667,0.5416666666666667,0.38888888888888884,529685.4639
3660,G,1242431.5476190476,0.25,0.125,0.16666666666666669,578589.38449
3661,B,1126312.4166666667,0,0,0,608804.3096
3662,A,979636.9047619049,0.5,0.5,0.3333333333333333,423139.2941
3663,C,846365.0793650793,0.16666666666666669,0.041666666666666664,0.05555555555555555,437944.2735
3664,A,887363.0952380953,0.25,0.125,0.16666666666666669,423139.2941
3665,A,402339.28571428574,0.16666666666666669,0.041666666666666664,0.05555555555555555,423139.2941
3666,A,922517.8571428572,0.2916666666666667,0.16666666666666669,0.2222222222222222,423139.2941
3667,G,1190888.7777777778,0.2916666666666667,0.2916666666666667,0.05555555555555555,578589.38449
3668,D,756476.1904761905,0.25,0.125,0.16666666666666669,579742.9057
3669,A,963279.133183532,0.4166666666666667,0.2916666666666667,0.38888888888888884,423139.2941
3670,E,463650.2664905964,0.4166666666666666,0.4166666666666666,0.2222222222222222,410945.0876
3671,A,3759698.6356019345,0.375,0.375,0.16666666666666669,423139.2941
3672,C,741708.3333333333,0.125,0,0,437944.2735
3673,B,622664.2857142857,0.125,0,0,608804.3096
3674,B,814218.75,0.25,0.125,0.16666666666666669,608804.3096
